,reviewid,label
14360,7842,ektro
14361,11723,huume
14362,3169,domino
14363,2079,numero group
14364,1310,hometapes
14365,7651,secretly canadian
14366,5673,island
14367,8508,cadenza
14368,6931,soul jazz
14369,3689,secret eye
14370,1974,rhino
14371,1997,soul jazz
14372,2634,peaceville
14373,6862,astralwerks
14374,1364,hydra head
14375,4032,alien8
14376,7121,thirsty ear
14377,11809,chocolate ind.
14378,313,parlophone
14379,580,2062
14380,6121,leo
14381,6386,merge
14382,8545,barsuk
14383,2915,5rc
14384,1195,thin wrist
14385,7459,yep roc
14386,8312,kill rock stars
14387,1496,domino
14388,1168,kora
14389,4999,social registry
14390,6555,paw tracks
14391,705,overcoat
14392,6591,drag city
14393,1193,blue baby
14394,7026,city centre offices
14395,5103,yep roc
14396,497,domino
14397,6543,frenchkiss
14398,2633,kill rock stars
14399,8544,leaf
14400,1194,5rc
14401,4998,team love
14402,11623,ace fu
14403,2902,sub pop
14404,2660,merge
14405,5672,skin graft
14406,1346,matador
14407,7726,absolutely kosher
14408,438,5rc
14409,3355,beggars banquet
14410,1228,astralwerks
14411,2041,dust-to-digital
14412,1844,atp
14413,1827,hypnotize minds
14414,8625,yep roc
14415,7841,sound in color
14416,11833,matador
14417,11857,homestead
14418,2110,revenant
14419,8387,microindie
14420,4209,atavistic
14421,2201,columbia
14422,1996,soul jazz
14423,3354,staalplaat
14424,496,thrill jockey
14425,3493,gsl
14426,1192,plug research
14427,1192,birdwar
14428,2378,obey
14429,5671,bpitch control
14430,2109,crammed discs
14431,8309,self-released
14432,6925,willie anderson
14433,7350,syr
14434,1826,threshold house
14435,6966,~scape
14436,3226,drag city
14437,5804,tvt
14438,4362,hollywood
14439,4997,cash money
14440,4031,dependent
14441,7588,vhf
14442,638,itunes
14443,3622,pickled egg
14444,2755,ici d'ailleurs
14445,1825,no quarter
14446,1560,kill rock stars
14447,5670,capitol
14448,5872,castle
14449,495,sutro
14450,494,island
14451,3353,heatstroke
14452,1111,max ernst
14453,970,polydor
14454,6320,emusic
14455,1185,diwphalanx
14456,6744,nonesuch
14457,6929,lovitt
14458,2108,trojan
14459,3652,narnack
14460,2706,cooking vinyl
14461,5310,sanctuary
14462,2106,ellipsis arts
14463,11845,wizard
14464,8844,jagjaguwar
14465,1191,flameshovel
14466,1476,no quarter
14467,6590,vertigo
14468,2900,locust
14469,5924,alien8
14470,6600,tigerbeat6
14471,2073,american laundromat
14472,2073,face down
14473,5923,atlantic
14474,5923,bad boy
14475,2449,gear fab
14476,11865,kranky
14477,1190,alien8
14478,4996,blue skies turn black
14479,7539,rca
14480,4358,self-released
14481,4604,load
14482,935,strange attractors audio house
14483,4435,hush
14484,44,lost highway
14485,6589,money studies
14486,7840,pias
14487,3771,mute
14488,1189,domino
14489,7581,southern lord
14490,1508,self-released
14491,2107,4ad
14492,7839,beggars
14493,5285,eyeball
14494,5632,secretly canadian
14495,11696,conspiracy
14496,5964,jagjaguwar
14497,6120,important
14498,8274,polyvinyl
14499,8654,v2
14500,4766,mute
14501,3206,aero
14502,1105,ninja tune
14503,3688,troubleman unlimited
14504,3688,megablade
14505,622,interscope
14506,8829,xeng
14507,4191,atp
14508,493,fat cat
14509,7837,cockrockdisco
14510,11806,recordhead
14511,2066,hip-o select
14512,5836,room40
14513,7713,def jam
14514,7481,emi
14515,11867,de stijl
14516,5770,london
14517,8271,compare notes
14518,4237,~scape
14519,5890,self-released
14520,2882,temporary residence
14521,2627,atp
14522,5570,ipecac
14523,1824,pangaea
14524,4603,table of the elements
14525,2773,interscope
14526,8971,what's your rupture?
14527,5545,corleone
14528,4505,skin graft
14529,2506,m80 music
14530,4674,strange attractors audio house
14531,8308,kemado
14532,2543,kompakt
14533,1823,universal
14534,3778,merge
14535,7894,warner bros.
14536,6029,kompakt
14537,492,soul jazz
14538,2212,4ad
14539,8022,sub pop
14540,7277,arista
14541,4028,astralwerks
14542,5668,5rc
14543,5616,shaman work
14544,491,the worker's institute
14545,2033,emi
14546,2033,dfa
14547,11808,load
14548,7898,shout! factory
14549,5669,kranky
14550,3429,three-one-g
14551,11841,creation
14552,2525,atlantic
14553,490,twentyseven
14554,2632,north east indie
14555,6586,fueled by ramen
14556,6586,decaydance
14557,5427,echo
14558,4970,secretly canadian
14559,2572,fabric
14560,4030,stax
14561,2631,one little indian
14562,11722,troubleman unlimited
14563,2588,vice
14564,6835,geffen
14565,58,thrill jockey
14566,5945,rocket science
14567,11839,sony
14568,6608,interscope
14569,1184,virgin
14570,1184,purple ribbon
14571,2630,columbia
14572,6585,environ
14573,3352,fall records
14574,4995,atlantic
14575,2629,hometapes
14576,7936,frenchkiss
14577,5935,sanctuary
14578,7728,columbia
14579,7723,caldo verde
14580,525,free porcupine society
14581,489,kompakt
14582,2545,startime
14583,3569,reprise
14584,4318,crunchy frog
14585,5556,film guerrero
14586,4004,drag city
14587,5228,misra
14588,945,team love
14589,2105,antilles
14590,4026,gnomonsong
14591,6023,eenie meenie
14592,2059,679
14593,5030,warner bros.
14594,5030,maverick
14595,3382,20/20/20
14596,4027,rhino
14597,3670,capibara
14598,3670,avant garde farm
14599,5650,flameshovel
14600,8682,nonesuch
14601,4994,chocolate ind.
14602,4625,roir
14603,3659,birdman
14604,2529,team love
14605,1182,rough trade
14606,1183,columbia
14607,5818,5rc
14608,3667,kanine
14609,2104,impulse!
14610,11758,5rc
14611,1181,columbia
14612,2626,cleopatra
14613,2626,alternative tentacles
14614,2626,manifesto
14615,2626,cherry red
14616,2626,irs
14617,2332,touch and go
14618,1822,candlelight
14619,609,capitol
14620,7761,jagjaguwar
14621,7836,fat cat
14622,7835,kranky
14623,2103,wsm
14624,704,sea note
14625,3047,interscope
14626,3602,rockathon
14627,3687,absolutely kosher
14628,2102,bloodshot
14629,1739,output
14630,5119,universal
14631,3642,warp
14632,5967,new west
14633,4993,geffen
14634,8304,domino
14635,2101,modular
14636,1180,magic marker
14637,532,tzadik
14638,5156,altitude
14639,6503,slam jamz
14640,239,warp
14641,3686,important
14642,2047,sublime frequencies
14643,4992,burning heart
14644,11655,secretly canadian
14645,3601,fading captain
14646,189,young god
14647,8807,fat possum
14648,6952,vhf
14649,3753,phonographic
14650,8809,team love
14651,4025,rca
14652,7716,rca
14653,1179,rap-a-lot
14654,1179,asylum
14655,5812,geffen
14656,6487,xl
14657,2928,matador
14658,5667,chemikal underground
14659,1821,4ad
14660,1136,fat cat
14661,1136,dicristina
14662,1973,rhino
14663,6306,empyrean
14664,6306,barbary coast
14665,4568,hydra head
14666,3351,dim mak
14667,2290,columbia
14668,2290,sony
14669,11737,troubleman unlimited
14670,2937,mischwald
14671,2078,numero group
14672,3828,wichita
14673,457,!k7
14674,6920,sub pop
14675,8979,startime
14676,1178,capitol
14677,8483,mute
14678,5666,high two
14679,8379,load
14680,6950,def jam
14681,3274,rough trade
14682,4364,world music network
14683,6696,novamute
14684,1095,razor & tie
14685,2881,self-released
14686,3698,eenie meenie
14687,8806,quartermass
14688,7163,drag city
14689,8748,babygrande
14690,1253,beggars banquet
14691,2618,kemado
14692,5548,last gang
14693,2285,mute
14694,7897,hollywood
14695,8303,asylum
14696,8303,hypnotize minds
14697,2298,bloodshot
14698,4272,"record label, 2000"
14699,11637,rephlex
14700,4788,load
14701,275,chemikal underground
14702,4349,asthmatic kitty
14703,5922,tomlab
14704,8828,important
14705,193,fat cat
14706,2628,dfa
14707,996,full time hobby
14708,5867,kill rock stars
14709,3185,thrill jockey
14710,8267,rhino
14711,2520,in the red
14712,2625,absolutely kosher
14713,839,warp
14714,7349,geffen
14715,1507,merge
14716,5588,jagjaguwar
14717,4181,penalty
14718,3350,anti-
14719,1820,definitive jux
14720,2576,ask
14721,488,spectral sound
14722,1387,north east indie
14723,8805,virgin
14724,3390,v2
14725,5921,dim mak
14726,8027,cooking vinyl
14727,4991,kranky
14728,2624,epitaph
14729,11708,mixunit.com
14730,8672,anticon
14731,2300,v2
14732,8302,western vinyl
14733,1591,sub pop
14734,2980,narnack
14735,2256,kill rock stars
14736,5468,sonig
14737,1775,asthmatic kitty
14738,7834,arena rock
14739,16943,ato
14740,8804,atlantic
14741,8804,swishahouse
14742,3700,nettwerk
14743,486,filter
14744,3765,self-released
14745,3656,columbia
14746,4733,capitol
14747,2100,finders keepers
14748,4024,load
14749,8411,ultra
14750,11639,mp3
14751,4635,ryko
14752,4602,alien8
14753,7833,warner bros.
14754,5920,bbe
14755,672,astralwerks
14756,955,arts & crafts
14757,5597,p.w. elverum & sun
14758,344,rhymesayers
14759,8980,gmh
14760,4363,warp
14761,6256,capitol
14762,3280,domino
14763,6949,konichiwa
14764,6117,say hey
14765,1972,rhino
14766,485,nonesuch
14767,3685,kickball
14768,2388,thirsty ear
14769,788,anti-
14770,6891,merge
14771,4023,mute
14772,4404,troubleman unlimited
14773,11687,saddle creek
14774,8855,reprise
14775,2099,rhino
14776,2099,wea
14777,8981,ryko
14778,5640,kanine
14779,8586,mute
14780,43,lost highway
14781,8817,polyvinyl
14782,5758,merge
14783,8466,important
14784,642,temporary residence
14785,5665,capitol
14786,3549,v2
14787,8794,sub pop
14788,6923,sympathy for the record industry
14789,1177,broken sparrow
14790,4454,yep roc
14791,5374,sanctuary
14792,2675,cooking vinyl
14793,11816,profile
14794,4990,jade tree
14795,4345,kill rock stars
14796,5696,barsuk
14797,5973,k
14798,8610,chocodog
14799,2098,alien8
14800,4276,12 tnar
14801,11681,ryko
14802,1176,universal
14803,1176,src
14804,3292,sonig
14805,5167,i and ear
14806,1583,table of the elements
14807,159,arts & crafts
14808,1175,social registry
14809,2914,fusetron
14810,8918,sound document
14811,4258,absolutely kosher
14812,220,birdman
14813,11843,secretly canadian
14814,948,warp
14815,2935,emi
14816,2935,ruthless
14817,2935,priority
14818,1147,jagjaguwar
14819,2164,capitol
14820,1757,touch and go
14821,392,blue note
14822,8878,lo
14823,5663,arts & crafts
14824,4989,atlantic
14825,4989,abb
14826,5664,universal
14827,1029,matador
14828,5196,thirsty ear
14829,6583,fonal
14830,4129,overcoat
14831,2553,matador
14832,4022,polyvinyl
14833,6704,six degrees
14834,5958,capitol
14835,553,xl
14836,7504,beggars banquet
14837,7504,too pure
14838,404,spinart
14839,404,heavy rotation
14840,5662,birdman
14841,484,drag city
14842,2097,war child music
14843,2623,eastern developments
14844,4021,yep roc
14845,7670,coup d'etat
14846,7155,geffen
14847,11852,sky
14848,4929,force tracks
14849,11820,v2
14850,4361,wrasse
14851,4019,rhino
14852,4019,warner bros.
14853,11659,
14854,752,astralwerks
14855,752,dfa
14856,8917,metal blade
14857,4020,emi
14858,2720,v2
14859,5012,gooom
14860,8972,honeymilk
14861,8301,asian man
14862,3495,sideonedummy
14863,3349,rhymesayers
14864,3684,v2
14865,2501,columbia
14866,3286,sire
14867,1817,columbia
14868,1817,legacy
14869,4522,doghouse
14870,773,rca
14871,4011,atlantic
14872,3985,hanson
14873,7830,fabric
14874,3682,mute
14875,3682,imperial
14876,6613,stones throw
14877,3506,mute
14878,4018,dsa
14879,5315,4ad
14880,8803,load
14881,1131,wichita
14882,1131,vice
14883,5919,arts & crafts
14884,2622,reptile
14885,5163,saddle creek
14886,3348,saddle creek
14887,2233,atlantic
14888,7627,emi
14889,686,woronzow
14890,8553,bloodshot
14891,1642,latent
14892,8768,def jam
14893,8768,roc-a-fella
14894,11657,factory benelux
14895,6420,merge
14896,8525,nonesuch
14897,3681,level plane
14898,4166,sanctuary
14899,8405,barsuk
14900,11714,warp
14901,3347,startime
14902,1077,absolutely kosher
14903,1174,rough trade
14904,3680,absolutely kosher
14905,8053,strange attractors audio house
14906,7829,bar/none
14907,5918,astralwerks
14908,7605,xl
14909,7605,beggars
14910,3346,soft abuse
14911,5326,suicide squeeze
14912,8529,dicristina
14913,5343,ghostly
14914,8543,rhino
14915,3345,misra
14916,4464,sub pop
14917,8300,merge
14918,739,one little indian
14919,5773,matador
14920,531,shaking ray
14921,7572,eclipse
14922,4988,island
14923,4951,epitaph
14924,4951,anti-
14925,4601,tell-all records
14926,1173,rough trade
14927,8542,sub pop
14928,4158,echo
14929,481,cantaloupe
14930,11842,elektra
14931,480,tzadik
14932,8541,leisure king
14933,2258,retard disco
14934,1816,wichita
14935,2021,kompakt
14936,6582,rock action
14937,3649,social registry
14938,2894,disko b
14939,1815,saddle creek
14940,3678,firm
14941,5596,p.w. elverum & sun
14942,3344,memphis industries
14943,6584,misra
14944,6540,sweet nothing
14945,11854,uuar
14946,8798,soft abuse
14947,8798,time-lag
14948,8916,def jam
14949,8784,secretly canadian
14950,4411,tigerbeat6
14951,11834,andalucia
14952,1333,columbia
14953,7774,domino
14954,4165,menlo park
14955,7826,gsl
14956,3655,self-released
14957,1172,duckdown
14958,4987,desoto
14959,479,relapse
14960,8797,one little indian
14961,1702,saddle creek
14962,3909,sub pop
14963,25,important
14964,6429,ryko
14965,5917,sonic unyon
14966,4351,sony
14967,11635,rephlex
14968,3343,atp
14969,846,young god
14970,6077,monitor
14971,6683,rhino
14972,2620,koch
14973,2934,epic
14974,2621,parasol
14975,8386,relapse
14976,3836,accidental
14977,1744,leaf
14978,97,altitude
14979,2933,kitchenware
14980,7731,jade tree
14981,3230,sub pop
14982,11739,westbound
14983,7957,merge
14984,2932,bully
14985,7824,three-one-g
14986,6502,def jam
14987,2094,psuedoarcana
14988,11712,family
14989,5222,ipecac
14990,8187,burning heart
14991,2575,kemado
14992,8464,planet 
14993,1793,"record label, 2000"
14994,2093,mute
14995,2455,transdreamer
14996,1814,regal
14997,3037,touch
14998,1171,melodic
14999,3661,swim~
15000,8359,unkle sounds
15001,6410,virgin
15002,8540,startime
15003,8540,tummy touch
15004,7823,secret eye
15005,8292,audika
15006,5659,kanine
15007,6581,hydra head
15008,5047,darla
15009,1170,wonder
15010,5740,mordam
15011,2931,planet 
15012,6119,domino
15013,7819,flameshovel
15014,3342,kompakt
15015,7822,soul jazz
15016,2619,kemado
15017,5447,yep roc
15018,4017,nufusmoon
15019,8796,militia group
15020,5248,important
15021,4927,dischord
15022,5660,hpna
15023,8291,!k7
15024,5906,lost highway
15025,1971,rhino
15026,4847,rca
15027,1167,kora
15028,4015,candle
15029,8915,epitaph
15030,1070,wea
15031,1169,pias
15032,7484,gsl
15033,8001,rhino
15034,5658,5rc
15035,1166,metal blade
15036,4598,679
15037,2091,family
15038,4360,astralwerks
15039,4360,dfa
15040,4016,king
15041,4986,artemis
15042,785,back porch
15043,5657,get physical
15044,1813,strange attractors audio house
15045,5611,dischord
15046,8539,underground inc.
15047,1572,astralwerks
15048,8795,atp
15049,11751,sugar hill
15050,7331,legacy
15051,7331,transmit sound
15052,2909,madrona
15053,8827,5rc
15054,2617,swim slowly
15055,6580,fire
15056,6935,capitol
15057,6453,warp
15058,6579,ubiquity
15059,4600,wrasse
15060,7821,fat cat
15061,1001,buried treasure
15062,11699,spoon
15063,7820,geffen
15064,7820,star trak
15065,6861,astralwerks
15066,6861,wall of sound
15067,6287,darla
15068,6578,microindie
15069,7816,global symphonic
15070,1480,recordhead
15071,453,self-released
15072,11855,international artist
15073,353,darla
15074,8914,tvt
15075,6577,paw tracks
15076,5656,echo
15077,8793,sub pop
15078,1812,escape artist
15079,478,memphis industries
15080,6118,jagjaguwar
15081,2759,atlantic
15082,2759,goldmind
15083,2090,rwd
15084,6116,kanine
15085,827,morr
15086,2616,desoto
15087,4597,jive
15088,2979,kamera
15089,7813,hanson
15090,7747,ghostly
15091,7815,misra
15092,7514,asthmatic kitty
15093,4777,warp
15094,8792,troubleman unlimited
15095,6576,5rc
15096,7287,drag city
15097,6107,eskimo
15098,4014,hip-o select
15099,2065,hip-o select
15100,6001,jagjaguwar
15101,8634,rhino
15102,2571,self-released
15103,11776,mute
15104,2615,trojan
15105,3341,dsa
15106,5916,chairkickers union
15107,3163,virgin
15108,3163,s-curve
15109,1995,soul jazz
15110,4947,darla
15111,6105,rhino
15112,1165,troubleman unlimited
15113,2089,the believer
15114,4013,leaf
15115,6946,metal blade
15116,5655,monitor
15117,5600,5rc
15118,4985,club kingz
15119,4985,morphius union
15120,8297,ici d'ailleurs
15121,5261,bubble core
15122,2735,warner bros.
15123,7896,astralwerks
15124,8791,jagjaguwar
15125,6114,kill rock stars
15126,6115,holy mountain
15127,3984,troubleman unlimited
15128,4304,mercury
15129,738,one little indian
15130,2930,my pal god
15131,11713,man
15132,5896,flameshovel
15133,3675,suicide squeeze
15134,1811,clap your hands say yeah
15135,1164,dirtnap
15136,6113,ipecac
15137,6575,drag city
15138,8296,astralwerks
15139,5734,5rc
15140,5653,twisted village
15141,8436,polygram
15142,8189,astralwerks
15143,7814,ryko
15144,7814,euphobia
15145,11762,hydra head
15146,1810,warner bros.
15147,8295,independiente
15148,477,disco mariscos
15149,7812,epic
15150,6976,mantra
15151,1287,matador
15152,2929,echo
15153,414,bpitch control
15154,6020,parasol
15155,3149,sony
15156,5652,stones throw
15157,6945,neurot
15158,7058,warner bros.
15159,2614,bmg
15160,4164,playhouse
15161,8280,vp
15162,5915,ypsilanti
15163,1163,equal vision
15164,8045,southern lord
15165,2808,hannibal
15166,6112,lookout!
15167,3291,sonig
15168,2563,jade tree
15169,4649,morr
15170,2978,sanctuary
15171,4162,fonal
15172,5651,nature sounds
15173,5614,accidental
15174,6241,ashmont
15175,2377,mo'wax
15176,2532,in the red
15177,7811,tuff city
15178,8293,maverick
15179,8294,magic marker
15180,8026,new west
15181,7286,drag city
15182,1809,rer
15183,8908,roc-a-fella
15184,1393,jade tree
15185,4557,astralwerks
15186,5015,irs
15187,2613,loog
15188,5914,plug research
15189,2927,monitor
15190,5649,flameshovel
15191,11835,creation
15192,1541,capitol
15193,4202,summersteps
15194,4960,liberty and lament
15195,8653,v2
15196,8664,kranky
15197,6574,mint
15198,476,sonic unyon
15199,1162,roc-a-fella
15200,475,fierce panda
15201,3973,spinart
15202,8911,deleted art
15203,8911,pacrec
15204,6089,anticon
15205,1161,rhymesayers
15206,8290,saddle creek
15207,11734,island
15208,3168,domino
15209,330,fearless
15210,1605,sony
15211,2612,troubleman unlimited
15212,1566,geffen
15213,8982,epic
15214,7250,koch
15215,102,better looking
15216,474,drive-thru
15217,8789,zoe
15218,8789,rounder
15219,6252,ether
15220,8289,lookout!
15221,4599,ghostly
15222,6612,stones throw
15223,8178,big dada
15224,3260,tommy boy
15225,6174,thirsty ear
15226,2068,ztt
15227,637,matador
15228,5084,superego
15229,4359,asylum
15230,4359,swishahouse
15231,357,interscope
15232,7330,rhino
15233,7240,sub pop
15234,5059,matador
15235,8973,locust
15236,5648,emi
15237,5648,heavenly
15238,2086,bpitch control
15239,6573,dirigeable
15240,4161,reprise
15241,2222,~scape
15242,8671,anticon
15243,2609,dim mak
15244,3526,virgin
15245,2924,southern lord
15246,2924,no quarter
15247,2611,theory 8
15248,6572,5rc
15249,3674,recordcollection
15250,7754,kompakt
15251,1804,caribou
15252,5787,too pure
15253,1723,gigantic
15254,4010,rough trade
15255,2608,national parking
15256,8287,barclay
15257,8287,wrasse
15258,7771,specimen products
15259,2610,absolutely kosher
15260,2574,subliminal sounds
15261,8787,definitive jux
15262,7580,southern lord
15263,2255,toad
15264,2255,menlo park
15265,4357,paw tracks
15266,2724,too pure
15267,458,columbia
15268,3479,yep roc
15269,3340,yep roc
15270,1808,earthology
15271,1808,baria
15272,5646,warp
15273,192,fat cat
15274,2607,bifocal media
15275,1160,microindie
15276,1160,fortuna pop!
15277,5910,kranky
15278,1807,warp
15279,5908,eclipse
15280,11706,elektra
15281,1806,yep roc
15282,1759,troubleman unlimited
15283,2578,breakbeat science
15284,6571,morr
15285,6880,upper class
15286,3128,birdman
15287,8689,lost highway
15288,3389,emi
15289,5803,interscope
15290,2913,load
15291,4008,suicide squeeze
15292,2076,numero group
15293,2085,staubgold
15294,1159,bloodshot
15295,7430,merge
15296,8938,thrill jockey
15297,6806,5rc
15298,11818,mixx tape
15299,5264,sonig
15300,5264,skipp
15301,3933,swami
15302,6570,polyvinyl
15303,8614,interscope
15304,1626,columbia
15305,6178,temporary residence
15306,1714,astralwerks
15307,3977,frenchkiss
15308,2084,essay
15309,2923,eastern developments
15310,8288,anticon
15311,8288,alien transistor
15312,7464,tooth and nail
15313,11783,stones throw
15314,2591,ato
15315,2606,young aspiring professionals
15316,2083,v2
15317,2083,luaka bop
15318,7606,dmc
15319,8149,bar/none
15320,8786,columbia
15321,441,bar
15322,441,none
15323,441,tailem bend
15324,42,lost highway
15325,6554,paw tracks
15326,4984,locust
15327,1728,scat
15328,6539,in the red
15329,7950,morr
15330,6699,columbia
15331,7503,too pure
15332,8538,pias
15333,4881,sub pop
15334,6568,swami
15335,4064,emi
15336,6111,essay
15337,1158,tvt
15338,8983,no shoes music
15339,2688,vagrant
15340,1157,too young to die
15341,2780,digital hardcore
15342,3139,epic
15343,2592,fat cat
15344,4012,leaf
15345,1708,bella union
15346,11797,absolutely kosher
15347,2082,greensleeves
15348,7546,morr
15349,5456,4ad
15350,8932,tzadik
15351,2081,modiba productions
15352,7810,touch and go
15353,3586,kompakt
15354,3673,!k7
15355,11761,matador
15356,1156,verve
15357,2605,recordcollection
15358,6110,world village
15359,368,warp
15360,1805,leaf
15361,1805,domino
15362,2784,ad noiseam
15363,6383,rockathon
15364,7783,ghostly
15365,11736,disco mariscos
15366,2990,ipecac
15367,4009,overcoat
15368,4006,blocks
15369,4382,staubgold
15370,4909,candle
15371,4909,matinee
15372,7809,misra
15373,1154,island
15374,6398,tofu
15375,8619,drag city
15376,2682,lewis
15377,1052,caroline
15378,1443,chicks on speed
15379,7667,castle
15380,473,young god
15381,11732,astralwerks
15382,2077,numero group
15383,6569,thrill jockey
15384,7168,constellation
15385,5963,jagjaguwar
15386,5631,secretly canadian
15387,5645,file-13
15388,3648,social registry
15389,4303,dangerbird
15390,5644,debauchery
15391,2075,light in the attic
15392,7808,roc-a-fella
15393,7893,warner bros.
15394,1155,team love
15395,3632,ipecac
15396,5955,polyvinyl
15397,4255,bloodshot
15398,7807,fractured discs
15399,1735,wholly other
15400,11827,volcom
15401,2536,western vinyl
15402,8445,planet 
15403,2922,desoto
15404,3672,misra
15405,3397,geffen
15406,11719,homestead
15407,4329,secretly canadian
15408,3074,capitol
15409,1803,automatic wreckords
15410,5938,sanctuary
15411,1080,rough trade
15412,11747,light in the attic
15413,6890,merge
15414,2604,aim high
15415,6645,merge
15416,11673,undertow
15417,2921,alien8
15418,4983,theagriculture
15419,8067,lookout!
15420,2234,barsuk
15421,856,tomlab
15422,6274,astralwerks
15423,3946,enschuldigen
15424,3339,empyrean
15425,5719,beggars banquet
15426,6456,thrill jockey
15427,6567,rune grammofon
15428,1297,burn & shiver
15429,8286,rough trade
15430,3929,sire
15431,7509,v2
15432,57,thrill jockey
15433,4005,bar/none
15434,5438,sanctuary
15435,5438,attack
15436,5643,cold crush
15437,3441,drag city
15438,4196,ninja tune
15439,4196,smalltown supersound
15440,6060,kranky
15441,7806,sanctuary
15442,7562,badman
15443,8663,carpark
15444,5769,reprise
15445,2603,tigerbeat6
15446,4981,atlantic
15447,2155,sanctuary
15448,8872,matador
15449,310,recordcollection
15450,1434,new west
15451,4713,new west
15452,11633,rephlex
15453,2442,rer
15454,657,v2
15455,4144,nettwerk
15456,621,geffen
15457,6944,big dada
15458,2602,astralwerks
15459,6452,warp
15460,969,koch
15461,188,young god
15462,3669,mosz
15463,574,xl
15464,2243,kill rock stars
15465,11757,suicide squeeze
15466,472,ninja tune
15467,8962,polyvinyl
15468,1802,self-released
15469,7124,quarterstick
15470,4356,transatlantic
15471,5618,xl
15472,5618,beggars
15473,644,caroline
15474,644,epic
15475,644,sony 550 music
15476,471,sub pop
15477,8362,teenbeat
15478,7306,family
15479,1372,mute
15480,1800,kranky
15481,6560,dim mak
15482,6607,interscope
15483,8537,idea
15484,4982,soft abuse
15485,3132,lex
15486,2920,shaman work
15487,5349,v2
15488,2074,bassbin
15489,8757,dbk works
15490,1153,cd baby
15491,5700,jagjaguwar
15492,5389,too pure
15493,11748,sarah
15494,8244,frenchkiss
15495,4596,crammed discs
15496,2072,family
15497,3335,dischord
15498,4595,universal
15499,3296,4ad
15500,3296,bmg
15501,2313,fabric
15502,2601,the legion
15503,2137,virgin
15504,11649,esp-disk
15505,4594,blue note
15506,2600,mousse
15507,2067,magic marker
15508,4593,!k7
15509,2064,motown
15510,2064,hip-o select
15511,2685,zoe
15512,2685,rounder
15513,1798,troubleman unlimited
15514,1381,relapse
15515,7805,rune grammofon
15516,714,righteous babe
15517,3671,earthling
15518,6943,6 hole
15519,1128,temporary residence
15520,4427,rough trade
15521,4427,rca
15522,8961,epic
15523,2132,mush
15524,7804,rune grammofon
15525,4980,atlantic
15526,3087,azuli
15527,1033,mush
15528,8092,plug research
15529,1797,load
15530,1152,troubleman unlimited
15531,2917,dischord
15532,8984,mind fusion
15533,1796,carrot top
15534,6942,self-released
15535,4388,konkurrent
15536,5642,spinart
15537,3046,shady
15538,3046,aftermath
15539,1595,epitaph
15540,7145,load
15541,5558,mute
15542,8774,tomlab
15543,11848,temporary residence
15544,461,rune grammofon
15545,5589,jagjaguwar
15546,1795,frenetic
15547,2215,matador
15548,5342,ghostly
15549,6566,jagjaguwar
15550,4772,rough trade
15551,5641,kanine
15552,11725,self-released
15553,4577,kompakt
15554,1789,brassland
15555,1144,asthmatic kitty
15556,2599,warm
15557,2432,capitol
15558,2063,the rub
15559,7760,jagjaguwar
15560,3662,swim~
15561,770,peek-a-boo
15562,5118,universal
15563,5639,casablanca
15564,3733,kill rock stars
15565,6564,bu hanan
15566,4055,polyvinyl
15567,2765,temporary residence
15568,5370,matador
15569,6108,peek-a-boo
15570,1503,spinart
15571,4976,bad taste
15572,2817,touch and go
15573,7803,island
15574,5625,carpark
15575,8006,eighteenth street lounge
15576,1659,vengeance
15577,6843,ryko
15578,4352,hydra head
15579,67,definitive jux
15580,5739,sst
15581,2919,rough trade
15582,11870,tzadik
15583,1673,merge
15584,3334,blocks
15585,4728,xl
15586,7798,vague terrain
15587,4128,sub pop
15588,3668,cold crush
15589,1151,curtom
15590,7320,anticon
15591,4003,drag city
15592,8581,merge
15593,4001,triple five soul
15594,2481,overcoat
15595,3401,mute
15596,6941,new line
15597,2149,ipecac
15598,8785,hello sir
15599,4979,yep roc
15600,4975,melodic
15601,5913,peacefrog
15602,11794,quarterstick
15603,11663,2062
15604,6563,revelation
15605,6940,where are my
15606,2595,polyvinyl
15607,1130,v2
15608,1130,wichita
15609,11721,soul dump
15610,8600,manifesto
15611,6939,signature sounds
15612,4160,merck
15613,3235,recordcollection
15614,4000,magic marker
15615,2947,water
15616,2159,20
15617,4652,hefty
15618,2058,679
15619,467,secretly canadian
15620,3181,epitaph
15621,3666,kanine
15622,4159,echo
15623,8444,sublight
15624,7203,drag city
15625,205,temporary residence
15626,3332,kanine
15627,4087,secretly canadian
15628,7491,kill rock stars
15629,11785,acute
15630,3999,soulspazm
15631,343,rhymesayers
15632,676,minty fresh
15633,5562,output
15634,6938,rough trade
15635,6938,placid casual
15636,3864,relapse
15637,3665,autoclave
15638,3665,lujo
15639,2030,ze
15640,6433,sub pop
15641,6240,ashmont
15642,8,darla
15643,418,shitkatapult
15644,5912,sidecho
15645,1419,astralwerks
15646,6286,important
15647,860,lex
15648,8250,troubleman unlimited
15649,445,astralwerks
15650,4978,dfa
15651,7802,yep roc
15652,5633,echocord
15653,8089,ninja tune
15654,2062,hear music
15655,466,areal
15656,5635,paper bag
15657,1150,important
15658,1794,narnack
15659,3175,anti-
15660,1389,555
15661,703,drag city
15662,5630,secretly canadian
15663,1792,flameshovel
15664,5629,team love
15665,5179,4ad
15666,5179,monitor
15667,7604,xl
15668,7604,beggars
15669,7104,misra
15670,4624,thirsty ear
15671,2594,cockrockdisco
