,reviewid,artist
13704,2553,the double
13705,4022,hail social
13706,6704,the real tuesday weld
13707,5958,ok go
13708,553,devendra banhart
13709,7504,stereolab
13710,404,apollo sunshine
13711,5662,modey lemon
13712,484,august born
13713,2097,various artists
13714,2623,dabrye
13715,4021,heavy trash
13716,7670,rob swift
13717,7155,sigur rs
13718,11852,asmus tietchens
13719,4929,luomo
13720,11820,the rakes
13721,4361,seu jorge
13722,4019,emmylou harris
13723,11659,devendra banhart
13724,11659,jana hunter
13725,752,black dice
13726,8917,yob
13727,4020,luke haines
13728,2720,elbow
13729,5012,m83
13730,8972,serena-maneesh
13731,8301,10 in the swear jar
13732,3495,gogol bordello
13733,3349,felt
13734,3684,the greenhornes
13735,2501,bob dylan
13736,3286,flamin' groovies
13737,1817,june carter cash
13738,4522,koufax
13739,773,black rebel motorcycle club
13740,4011,hard-fi
13741,3985,hair police
13742,7830,ivan smagghe
13743,3682,jos gonzlez
13744,6613,quasimoto
13745,3506,goldfrapp
13746,4018,keiji haino
13747,5315,minotaur shock
13748,8803,white mice
13749,1131,bloc party
13750,5919,new buffalo
13751,2622,daikaiju
13752,5163,mayday
13753,3348,orenda fink
13754,2233,death cab for cutie
13755,7627,supergrass
13756,686,the bevis frond
13757,8553,waco brothers
13758,1642,cowboy junkies
13759,8768,kanye west
13760,11657,a certain ratio
13761,6420,portastatic
13762,8525,laura veirs
13763,3681,gospel
13764,4166,iron maiden
13765,8405,john vanderslice
13766,11714,various artists
13767,3347,foreign born
13768,1077,bottom of the hudson
13769,1174,bell orchestre
13770,3680,get him eat him
13771,8053,thuja
13772,7829,the spinto band
13773,5918,nations by the river
13774,7605,super furry animals
13775,3346,felipe + forte
13776,5326,minus the bear
13777,8529,vetiver
13778,5343,mobius band
13779,8543,violent femmes
13780,3345,flotation toy warning
13781,4464,kinski
13782,8300,tenement halls
13783,739,bjrk
13784,5773,the new pornographers
13785,531,derek bailey
13786,7572,sunburned hand of the man
13787,4988,leaves
13788,4951,daniel lanois
13789,4601,the kallikak family
13790,1173,brakes
13791,8542,chad vangaalen
13792,4158,i am kloot
13793,481,alarm will sound
13794,11842,the stooges
13795,480,afrirampo
13796,8541,the visible men
13797,2258,gene defcon
13798,1816,the cribs
13799,2021,various artists
13800,6582,part chimp
13801,3649,gang gang dance
13802,2894,electronicat
13803,1815,criteria
13804,3678,geiger
13805,5596,mount eerie
13806,3344,field music
13807,6584,phosphorescent
13808,6540,the ponys
13809,11854,terrestrial tones
13810,8798,wooden wand
13811,8916,jeezy
13812,8784,windsor for the derby
13813,4411,kid606
13814,11834,the 101'ers
13815,1333,johnny cash
13816,7774,sons and daughters
13817,4165,icky boyfriends
13818,7826,subtitle
13819,3655,the go! team
13820,1172,buckshot
13821,4987,the life and times
13822,479,agoraphobic nosebleed
13823,8797,without gravity
13824,1702,cursive
13825,3909,holopaw
13826,25,acid mothers temple
13827,6429,the posies
13828,5917,the nein
13829,4351,michael jackson
13830,11635,afx
13831,3343,fursaxa
13832,846,the body lovers/the body haters
13833,6077,oxes
13834,6683,ramones
13835,2620,dipset
13836,2934,electric light orchestra
13837,2621,doleful lions
13838,8386,unsane
13839,3836,matthew herbert
13840,1744,colleen
13841,97,alaska!
13842,2933,editors
13843,7731,statistics
13844,3230,fruit bats
13845,11739,funkadelic
13846,7957,teenage fanclub
13847,2932,elektro4
13848,7824,some girls
13849,6502,public enemy
13850,2094,various artists
13851,11712,various artists
13852,5222,melvins
13853,8187,turbonegro
13854,2575,dungen
13855,8464,luke vibert
13856,1793,chin up chin up
13857,2093,various artists
13858,2455,dressy bessy
13859,1814,clor
13860,3037,fennesz
13861,3037,sakamoto
13862,1171,bakonour
13863,3661,githead
13864,8359,unklesounds
13865,6410,iggy pop
13866,8540,tom vek
13867,7823,spires that in the sunset rise
13868,8292,tralala
13869,5659,mixel pixel
13870,6581,pelican
13871,5047,mahogany
13872,1170,bohren & der club of gore
13873,5740,negativland
13874,2931,exile
13875,6119,orange juice
13876,7819,sybris
13877,3342,ferenc
13878,7822,mark stewart
13879,2619,diamond nights
13880,5447,bob mould
13881,4017,gary higgins
13882,8796,denison witmer
13883,5248,merzbow
13884,4927,lungfish
13885,5660,eric malmberg
13886,8291,tosca
13887,5906,willie nelson
13888,1971,various artists
13889,4847,longwave
13890,1167,meredith bragg and the terminals
13891,4015,darren hanlon
13892,8915,youth group
13893,1070,buck 65
13894,1169,alan braxe
13895,7484,the starvations
13896,8001,they might be giants
13897,5658,metalux
13898,1166,the black dahlia murder
13899,4598,kano
13900,2091,various artists
13901,4360,the juan maclean
13902,4016,hosono & yokoo
13903,4986,little barrie
13904,785,frank black
13905,5657,m.a.n.d.y.
13906,1813,nick castro and the poison tree
13907,5611,medications
13908,8539,vanishing kids
13909,1572,the concretes
13910,8795,jim orourke
13911,8795,white out
13912,8795,william winant
13913,11751,grandmaster flash
13914,11751,grandmaster flash & the furious five
13915,7331,son volt
13916,2909,esmerine
13917,8827,xiu xiu
13918,2617,doveman
13919,6580,puerto muerto
13920,6935,the redwalls
13921,6453,prefuse 73
13922,6579,platinum pied pipers
13923,4600,femi kuti
13924,7821,stromba
13925,1001,richard buckner & jon langford
13926,11699,can
13927,7820,slim thug
13928,6861,ryksopp
13929,6287,piano magic
13930,6578,the primary 5
13931,7816,sunset rubdown
13932,1480,circus devils
13933,453,arcade fire
13934,11855,13th floor elevators
13935,353,auburn lull
13936,8914,ying yang twins
13937,6577,the peppermints
13938,5656,risn murphy
13939,8793,wolf parade
13940,1812,collapsar
13941,478,absentee
13942,6118,odawas
13943,2759,missy elliott
13944,2090,various artists
13945,6116,oxford collapse
13946,827,f.s. blumm
13947,2616,doris henson
13948,4597,r. kelly
13949,2979,the fall
13950,7813,smegma
13951,7747,skeletons and the girl-faced boys
13952,7815,slow dazzle
13953,7514,sufjan stevens
13954,4777,jamie lidell
13955,8792,white rock
13956,6576,the planet the
13957,7287,smog
13958,6107,optimo
13959,4014,billie holiday
13960,2065,various artists
13961,6001,oneida
13962,8634,paul westerberg
13963,2571,diplo
13964,11776,m83
13965,2615,desmond dekker
13966,3341,fifths of seven
13967,5916,no wait wait
13968,3163,fountains of wayne
13969,1995,various artists
13970,4947,lowlights
13971,6105,ol' dirty bastard
13972,1165,battletorn
13973,2089,various artists
13974,4013,hanne hukkelberg
13975,6946,the red chord
13976,5655,more dogs
13977,5600,the mae shi
13978,4985,rod lee
13979,8297,yann tiersen & shannon wright
13980,5261,mice parade
13981,2735,electric six
13982,7896,various artists
13983,8791,wilderness
13984,6114,the old haunts
13985,6115,om
13986,3984,hair police
13987,4304,joy zipper
13988,738,various artists
13989,2930,eyeball skeleton
13990,11713,various artists
13991,5896,the narrator
13992,3675,goon moon
13993,1811,clap your hands say yeah
13994,1164,black sunday
13995,6113,orthrelm
13996,6575,pajo
13997,8296,22-20s
13998,5734,need new body
13999,5653,major stars
14000,8436,the velvet underground
14001,8189,turin brakes
14002,7814,say hi to your mom
14003,11762,isis
14004,1810,billy corgan
14005,8295,the tears
14006,477,applied communications
14007,7812,screaming trees
14008,6976,saint etienne
14009,1287,laura cantrell
14010,2929,engineers
14011,414,ellen allien
14012,6020,the orange peels
14013,3149,foo fighters
14014,5652,m.e.d.
14015,6945,red sparowes
14016,7058,the secret machines
14017,2614,the dead 60s
14018,4164,isole
14019,8280,t.o.k.
14020,5915,nomo
14021,1163,bear vs. shark
14022,8045,thrones
14023,2808,brian eno
14024,6112,the oranges band
14025,3291,jason forrest
14026,2563,despistado
14027,4649,lali puna
14028,2978,the fall
14029,4162,islaja
14030,5651,mathematics
14031,5614,mugison
14032,6241,pernice brothers
14033,2377,dj shadow
14034,2532,the dirtbombs
14035,7811,spoonie gee
14036,8293,team sleep
14037,8294,tullycraft
14038,8026,richard thompson
14039,7286,smog
14040,1809,chris cutler
14041,8908,young gunz
14042,1393,cex
14043,4557,kraftwerk
14044,5015,kirsty maccoll
14045,2613,the duke spirit
14046,5914,nobody
14047,2927,early man
14048,5649,make believe
14049,11835,super furry animals
14050,1541,coldplay
14051,4202,various artists
14052,4960,lucero
14053,8653,the white stripes
14054,8664,keith fullerton whitman
14055,6574,p:ano
14056,476,a northern chorus
14057,1162,memphis bleek
14058,475,art brut
14059,3973,head of femur
14060,8911,yellow swans
14061,6089,odd nosdam
14062,1161,blueprint
14063,8290,maria taylor
14064,11734,eric b. & rakim
14065,3168,four tet
14066,330,at the drive-in
14067,1605,the coral
14068,2612,dead machines
14069,1566,common
14070,8982,oasis
14071,7250,sloan
14072,102,the album leaf
14073,474,an angle
14074,8789,martha wainwright
14075,6252,gilles peterson
14076,8289,troubled hubble
14077,4599,kill memory crash
14078,6612,quasimoto
14079,8178,ttc
14080,3260,fannypack
14081,6174,william parker
14082,2068,various artists
14083,637,belle and sebastian
14084,5084,aimee mann
14085,4359,mike jones
14086,357,audioslave
14087,7330,son volt
14088,7240,sleater-kinney
14089,5059,stephen malkmus and the jicks
14090,8973,josephine foster
14091,5648,the magic numbers
14092,2086,various artists
14093,6573,plane
14094,4161,idiot pilot
14095,2222,deadbeat
14096,8671,why?
14097,2609,dance disaster movement
14098,3526,gorillaz
14099,2924,earth
14100,2611,de novo dahl
14101,6572,the punks
14102,3674,goldie lookin' chain
14103,7754,superpitcher
14104,1804,caribou
14105,5787,scout niblett
14106,1723,the cloud room
14107,4010,hal
14108,2608,dr. dog
14109,8287,rachid taha
14110,7771,shrimp boat
14111,2610,the dudley coroporation
14112,2574,dungen
14113,8787,c-rayz walz
14114,7580,sunn o)))
14115,2255,deerhoof
14116,4357,jane
14117,2724,electrelane
14118,458,amerie
14119,3479,the go-betweens
14120,3340,robbie fulks
14121,1808,cloud cult
14122,5646,maximo park
14123,192,animal collective
14124,192,vashti bunyan
14125,2607,des ark
14126,1160,bearsuit
14127,5910,nudge
14128,1807,chok rock
14129,5908,marissa nadler
14130,11706,the cure
14131,1806,chatham county line
14132,1759,currituck co.
14133,2578,dj clever
14134,6571,populous
14135,6880,the russian futurists
14136,3128,foetus
14137,8689,lucinda williams
14138,3389,gang of four
14139,5803,nine inch nails
14140,2913,excepter
14141,4008,headphones
14142,2076,various artists
14143,2085,various artists
14144,1159,scott h. biram
14145,7430,spoon
14146,8938,the zincs
14147,6806,the robot ate me
14148,11818,resplendent
14149,5264,nathan michel
14150,3933,hot snakes
14151,6570,picastro
14152,8614,weezer
14153,1626,elvis costello
14154,6178,parlour
14155,1714,caesars
14156,3977,the hold steady
14157,2084,various artists
14158,2923,the exposures
14159,8288,13 & god
14160,7464,starflyer 59
14161,11783,madvillain
14162,2591,mike doughty
14163,2606,datarock
14164,2083,various artists
14165,7606,super furry animals
14166,8149,trembling blue stars
14167,8786,wha-ha-ha
14168,441,architecture in helsinki
14169,42,ryan adams & the cardinals
14170,6554,ariel pink's haunted graffiti
14171,4984,lau nau
14172,1728,cobra verde
14173,6539,the ponys
14174,7950,tarwater
14175,6699,the raveonettes
14176,7503,stereolab
14177,8538,vitalic
14178,4881,love as laughter
14179,6568,the penetrators
14180,4064,idlewild
14181,6111,omfo
14182,1158,the blue van
14183,8983,dj shadow
14184,2688,eels
14185,1157,the boy least likely to
14186,2780,alec empire
14187,3139,ben folds five
14188,2592,drowsy
14189,4012,a hawk and a hacksaw
14190,1708,the czars
14191,11797,okay
14192,2082,various artists
14193,7546,styrofoam
14194,5456,the mountain goats
14195,8932,john zorn
14196,2081,various artists
14197,7810,supersystem
14198,3586,markus guentner
14199,3673,the glimmers
14200,11761,interpol
14201,1156,brazilian girls
14202,2605,dutch dub
14203,6110,christopher o'riley
14204,368,autechre
14205,1805,caribou
14206,2784,enduser
14207,6383,robert pollard
14208,7783,solvent
14209,11736,emperor x
14210,2990,fantmas
14211,4009,micah p. hinson
14212,4006,hank
14213,4382,kammerflimmer kollektief
14214,4909,the lucksmiths
14215,7809,south san gabriel
14216,1154,the bravery
14217,6398,polysics
14218,8619,weird war
14219,2682,edan
14220,1052,buzzcocks
14221,1443,chicks on speed
14222,7667,swervedriver
14223,473,akron/family
14224,11732,brian eno
14225,2077,various artists
14226,6569,pit er pat
14227,7168,thee silver mt. zion memorial orchestra & tra-la-la band
14228,5963,okkervil river
14229,5631,magnolia electric co.
14230,5645,my way my love
14231,3648,gang gang dance
14232,4303,joy zipper
14233,5644,the merediths
14234,2075,various artists
14235,7808,beanie sigel
14236,7893,various artists
14237,1155,mars black
14238,3632,guapo
14239,5955,of montreal
14240,4255,jim and jennie and the pinetops
14241,7807,alina simone
14242,1735,charalambides
14243,11827,single frame
14244,2536,dirty projectors
14245,8445,venetian snares
14246,2922,edie sedgwick
14247,3672,great lake swimmers
14248,3397,garbage
14249,11719,dinosaur jr.
14250,4329,damien jurado
14251,3074,fischerspooner
14252,1803,crain
14253,5938,ocean colour scene
14254,1080,british sea power
14255,11747,the free design
14256,6890,the rosebuds
14257,2604,dj target
14258,2604,riko
14259,6645,radar bros.
14260,11673,jay bennett
14261,2921,et sans
14262,4983,david last
14263,8067,the mary timony band
14264,2234,death cab for cutie
14265,856,the books
14266,6274,phoenix
14267,3946,hrvatski
14268,3339,ffa coffi pawb
14269,5719,the national
14270,6456,sam prekop
14271,6567,phonophani
14272,1297,the capitol years
14273,8286,emiliana torrini
14274,3929,hot hot heat
14275,7509,stereophonics
14276,57,adult.
14277,4005,petra haden
14278,5438,morrissey
14279,5643,mahjongg
14280,3441,ghost
14281,4196,jaga jazzist
14282,6060,out hud
14283,7806,scritti politti
14284,7562,summer at shatter creek
14285,8663,keith fullerton whitman
14286,5769,new order
14287,2603,drop the lime
14288,4981,louis xiv
14289,2155,the damned
14290,8872,yo la tengo
14291,310,ash
14292,1434,vic chesnutt
14293,4713,ben lee
14294,11633,afx
14295,2442,bob drake
14296,657,brendan benson
14297,4144,ivy
14298,621,beck
14299,6944,roots manuva
14300,2602,the dissociatives
14301,6452,prefuse 73
14302,969,ian brown
14303,188,the angels of light
14304,3669,gustav
14305,574,basement jaxx
14306,2243,the decemberists
14307,11757,hella
14308,472,airborn audio
14309,8962,zzzz
14310,1802,cadence weapon
14311,7124,shipping news
14312,4356,jan dukes de grey
14313,5618,m.i.a.
14314,644,ben folds five
14315,471,a-frames
14316,8362,unrest
14317,7306,snow patrol
14318,1372,nick cave & the bad seeds
14319,1800,christina carter
14320,6560,pony up!
14321,6607,queens of the stone age
14322,8537,matt valentine and erika elder
14323,4982,langtry
14324,3132,fog
14325,2920,emanon
14326,5349,moby
14327,2074,various artists
14328,8757,steve wynn
14329,1153,blitzen trapper
14330,5700,nagisa ni te
14331,5389,monade
14332,11748,the field mice
14333,8244,thunderbirds are now!
14334,4596,konono n1
14335,2072,various artists
14336,3335,french toast
14337,4595,kaiser chiefs
14338,3296,50footwave
14339,2313,john digweed
14340,2601,do or die
14341,2137,daft punk
14342,11649,albert ayler
14343,4594,keren ann
14344,2600,devin davis
14345,2067,various artists
14346,4593,dj kaos
14347,2064,various artists
14348,2685,kathleen edwards
14349,1798,chariots
14350,1381,cephalic carnage
14351,7805,shining
14352,714,andrew bird
14353,3671,greater california
14354,6943,rapper big pooh
14355,1128,by the end of tonight
14356,4427,the kills
14357,8961,the zutons
14358,2132,daedelus
14359,7804,scorch trio
14360,4980,louis xiv
14361,3087,the flaming lips
14362,1033,busdriver
14363,8092,mia doi todd
14364,1797,coughs
14365,1152,behold...the arctopus
14366,2917,the evens
14367,8984,madlib
14368,1796,the coctails
14369,6942,ruff sqwad
14370,4388,karate
14371,5642,marbles
14372,3046,50 cent
14373,1595,converge
14374,7145,sightings
14375,5558,mando diao
14376,8774,patrick wolf
14377,11848,tarentel
14378,461,alog
14379,5589,minus story
14380,1795,the curtains
14381,2215,dead meadow
14382,5342,mobius band
14383,6566,pink mountaintops
14384,4772,the libertines
14385,5641,mommy and daddy
14386,11725,alec deruggiero
14387,4577,justus khncke
14388,1789,clogs
14389,1144,bunky
14390,2599,liz durrett
14391,2432,doves
14392,2063,the rub
14393,7760,the skygreen leopards
14394,3662,githead
14395,770,black lipstick
14396,5118,the mars volta
14397,5639,giorgio moroder
14398,3733,jeff hanson
14399,6564,the prayers and tears of arthur digby sellers
14400,4055,ida
14401,2765,eluvium
14402,5370,mogwai
14403,6108,the octopus project
14404,1503,clem snide
14405,4976,logh
14406,2817,enon
14407,7803,the slits
14408,5625,montag
14409,8006,thievery corporation
14410,1659,the cramps
14411,6843,josh rouse
14412,4352,jesu
14413,67,aesop rock
14414,5739,negativland
14415,2919,eastern lane
14416,11870,yamataka eye and john zorn
14417,1673,crooked fingers
14418,3334,final fantasy
14419,4728,lemon jelly
14420,7798,sagan
14421,4128,iron & wine
14422,3668,a gun called tension
14423,1151,baby huey
14424,7320,sole
14425,4003,the howling hex
14426,8581,m. ward
14427,4001,hollertronix
14428,2481,nicolai dunger
14429,3401,laurent garnier
14430,6941,robbers on high street
14431,2149,dlek
14432,8785,we versus the shark
14433,4979,th' legendary shack-shakers
14434,4975,l. pierre
14435,5913,nouvelle vague
14436,11794,tara jane o'neil
14437,11663,william basinski
14438,6563,the plot to blow up the eiffel tower
14439,6940,readymade
14440,2595,decibully
14441,1130,bloc party
14442,11721,drive-by truckers
14443,8600,the wedding present
14444,6939,josh ritter
14445,4160,ilkae
14446,3235,john frusciante
14447,4000,heikki
14448,2947,john fahey
14449,2159,damon & naomi
14450,4652,l'altra
14451,2058,various artists
14452,467,antony and the johnsons
14453,3181,sage francis
14454,3666,grizzly bear
14455,4159,i am kloot
14456,8444,venetian snares
14457,7203,six organs of admittance
14458,205,the anomoanon
14459,3332,four volts
14460,4087,the impossible shapes
14461,7491,stereo total
14462,11785,metal urbain
14463,3999,hezekiah
14464,343,atmosphere
14465,676,bettie serveert
14466,5562,mu
14467,6938,gruff rhys
14468,3864,high on fire
14469,3665,gena rowlands band
14470,2030,various artists
14471,6433,the postal service
14472,6240,pernice brothers
14473,8,aarktica
14474,418,apparat
14475,5912,neva dinova
14476,1419,the chemical brothers
14477,6286,piano magic
14478,860,boom bip
14479,8250,tussle
14480,445,athlete
14481,4978,lcd soundsystem
14482,7802,the chris stamey experience
14483,5633,mikkel metal
14484,8089,amon tobin
14485,2062,various artists
14486,466,ada
14487,5635,magneta lane
14488,1150,beequeen
14489,1794,coachwhips
14490,3175,the frames
14491,1389,cex
14492,703,"bonnie ""prince"" billy and matt sweeney"
14493,5630,magnolia electric co.
14494,1792,chin up chin up
14495,5629,willy mason
14496,5179,cass mccombs
14497,7604,super furry animals
14498,7104,shearwater
14499,4624,mike ladd
14500,2594,duran duran duran
14501,11631,afx
14502,5626,master musicians of bukkake
14503,2294,destroyer
14504,5627,colin meloy
14505,7377,soundtrack of our lives
14506,4902,low
14507,5009,m83
14508,1791,cam'ron
14509,7558,suicide
14510,465,aqueduct
14511,11781,michael mayer
14512,3994,hem
14513,1149,lou barlow
14514,2593,die monitr batss
14515,182,...and you will know us by the trail of dead
14516,11819,dean roberts
14517,6106,optimo
14518,4355,sharon jones and the dap-kings
14519,8285,tegan and sara
14520,11683,bright eyes
14521,2962,marianne faithfull
14522,6562,pedestrian
14523,1069,buck 65
14524,2657,early day miners
14525,3918,hood
14526,3664,morgan geist
14527,7801,tim sweeney
14528,6903,pete rock
14529,3627,adam green
14530,2061,various artists
14531,5911,naked city
14532,6063,outrageous cherry
14533,6561,jeff parker
14534,8281,terrestrial tones
14535,6470,archer prewitt
14536,3663,the game
14537,8985,mission of burma
14538,464,apostle of hustle
14539,8731,wolf eyes
14540,813,the blow
14541,5074,manic street preachers
14542,4354,jennifer gentle
14543,562,bardo pond
14544,2769,embrace
14545,1146,black mountain
14546,1148,build an ark
14547,8603,greg weeks
14548,1072,bola
14549,1790,climax golden twins
14550,2060,various artists
14551,11779,ministry
14552,7799,the society of rockets
14553,2918,the '89 cubs
14554,4977,the late b.p. helium
14555,3273,the fiery furnaces
14556,6104,ol' dirty bastard
14557,463,augie march
14558,6103,on fillmore
14559,3025,thomas fehlmann
14560,6083,the organ
14561,7895,various artists
14562,8507,ricardo villalobos
14563,794,blanket music
14564,443,jason anderson
14565,1145,bunnybrains
14566,7305,snow patrol
14567,8843,richard youngs
14568,2029,various artists
14569,1688,cul de sac
14570,1688,damo suzuki
14571,5237,mercury rev
14572,5143,mastodon
14573,5909,stina nordenstam
14574,1936,various artists
14575,4592,yannis kyriakides
14576,4592,andy moor
14577,4591,koushik
14578,11780,my morning jacket
14579,6909,arthur russell
14580,5907,marissa nadler
14581,4589,the knife
14582,6934,r.a. the rugged man
14583,3660,the guild league
14584,1694,the cure
14585,2916,efterklang
14586,7797,todd snider
14587,7796,scientific american
14588,5136,massive attack
14589,6975,saint etienne
14590,11707,cristina
14591,11724,mike doughty
14592,5624,midnight movies
14593,1143,afrika bambaataa
14594,6559,anders parker
14595,1785,a cricket in times square
14596,3998,robert henke
14597,6558,psapp
14598,5623,magma
14599,4157,infinite livez
14600,1142,ian broudie
14601,2004,various artists
14602,8075,tindersticks
14603,929,the brian jonestown massacre
14604,5621,man man
14605,8279,zane trow
14606,1141,breather resist
14607,5620,tift merritt
14608,11711,various artists
14609,2912,excepter
14610,460,arbouretum
14611,899,boyracer
14612,5339,mix master mike
14613,3600,guided by voices
14614,1994,various artists
14615,6074,the owls
14616,6933,rainstick orchestra
14617,4974,limblifter
14618,5711,nas
14619,8278,triola
14620,7795,the strange
14621,6358,plush
14622,8277,yasunao tone
14623,8277,florian hecker
14624,2040,various artists
14625,8986,31knots
14626,4289,freedy johnston
14627,3827,her space holiday
14628,4965,lansing-dreiden
14629,7791,slowdive
14630,3331,fan modine
14631,8276,theodore unit
14632,5523,the music
14633,2977,the fall
14634,8761,wovenhand
14635,7154,sigur rs
14636,8275,tower recordings
14637,4560,kings of leon
14638,8854,neil young
14639,459,autolux
14640,7790,the strugglers
14641,4973,losoul
14642,3812,helmet
14643,5802,nine inch nails
14644,5619,cerys matthews
14645,1976,various artists
14646,2498,dwarves
14647,6000,oneida
14648,5811,nirvana
14649,7789,gwen stefani
14650,4275,jhann jhannsson
14651,2911,entrance
14652,3330,the finn brothers
14653,4588,kasabian
14654,1094,the beatles
14655,11838,swell maps
14656,8191,turing machine
14657,5404,mono
14658,11836,arve henriksen
14659,8330,u2
14660,5617,diplo
14661,5617,m.i.a.
14662,5021,machinedrum
14663,1784,carissa's wierd
14664,11801,andy partridge
14665,3725,handsome boy modeling school
14666,8455,the verve
14667,6782,jonathan richman
14668,3329,the frequency
14669,8714,wire
14670,7788,snoop dogg
14671,2861,the ex
14672,6100,oh no
14673,7961,john tejada
14674,6209,pearl jam
14675,3658,the gris gris
14676,1140,barbez
14677,5962,okkervil river
14678,1120,battles
14679,5255,mf doom
14680,8559,rufus wainwright
14681,1137,bibio
14682,6766,the residents
14683,3641,gravenhurst
14684,11641,high water marks
14685,4350,michael jackson
14686,8747,wu-tang clan
14687,2731,electric company
14688,6556,prosaics
14689,2772,eminem
14690,2446,nick drake
14691,3997,hall of fame
14692,7787,smoke and smoke
14693,7786,smith & mighty
14694,11698,can
14695,2055,various artists
14696,7928,tanakh
14697,5615,metal fingers
14698,4972,lusine
14699,4732,john lennon
14700,4348,liz janes
14701,7785,sleepytime gorilla museum
14702,1511,the nels cline singers
14703,329,at the drive-in
14704,1345,cat power
14705,7892,various artists
14706,4136,isis
14707,92,akufen
14708,7943,tarentel
14709,3064,the firebird band
14710,456,annie
14711,2880,explosions in the sky
14712,5212,mellow
14713,5905,willie nelson
14714,3328,flat earth society
14715,1324,neko case
14716,2284,depeche mode
14717,6557,pattern is movement
14718,5830,non
14719,5830,boyd rice
14720,8536,vordul mega
14721,1530,leonard cohen
14722,2032,various artists
14723,7315,the soft pink truth
14724,3657,the graves
14725,3327,jake fairley
14726,4347,j.u.f.
14727,2422,the donnas
14728,4410,cex
14729,4410,kid606
14730,7571,sunburned hand of the man
14731,5613,mugison
14732,3548,grandaddy
14733,11729,el-p
14734,8681,wilco
14735,4587,kid dakota
14736,7784,shivaree
14737,1928,various artists
14738,2587,death from above 1979
14739,129,aloha
14740,3326,frausdots
14741,4050,iqu
14742,7708,matt sharp
14743,4220,jay z
14744,4220,r. kelly
14745,2586,dj /rupture
14746,1637,the court & spark
14747,5612,mcenroe and birdapres
14748,3654,the go! team
14749,604,beans
14750,1139,sir richard bishop
14751,2409,julie doiron
14752,758,black eyes
14753,6200,pavement
14754,6553,ariel pink's haunted graffiti
14755,3225,edith frost
14756,4963,les georges leningrad
14757,7327,son ambulance
14758,11679,boredoms
14759,4919,luna
14760,2585,the dead texan
14761,5610,medications
14762,3889,robyn hitchcock
14763,4741,ted leo and the pharmacists
14764,1722,cyann & ben
14765,8273,trouble everyday
14766,4228,philip jeck
14767,4228,janek schaefer
14768,688,jello biafra
14769,688,melvins
14770,4706,le tigre
14771,1135,vashti bunyan
14772,3996,yuka honda
14773,1749,camera obscura
14774,2584,dead combo
14775,4262,jimmy eat world
14776,1970,various artists
14777,7782,solvent
14778,2127,dacm
14779,1134,jon brion
14780,5441,mos def
14781,5575,mission of burma
14782,8385,united states of america
14783,4586,knockout pills
14784,7120,matthew shipp
14785,7270,elliott smith
14786,7781,william shatner
14787,432,ahleuchatistas
14788,2582,duo505
14789,2583,dogs die in hot cars
14790,2254,deerhoof
14791,24,acid mothers temple
14792,8783,windsor for the derby
14793,1133,paul brill
14794,811,the bloodthirsty lovers
14795,809,the blood brothers
14796,2315,the dillinger escape plan
14797,2581,thomas dimuzio
14798,8252,triosk
14799,6438,poster children
14800,1266,camper van beethoven
14801,3267,frog eyes
14802,7780,henry cow
14803,7780,slapp happy
14804,1783,calamalka
14805,3993,the autumn defense
14806,3993,hem
14807,6299,pinback
14808,7009,savath y savalas
14809,2653,earlimart
14810,3324,josephine foster
14811,3324,the supposed
14812,455,ammoncontact
14813,784,frank black
14814,454,american music club
14815,3799,tim hecker
14816,303,joseph arthur
14817,4526,kpt.michi.gan
14818,11731,brian eno
14819,2208,de la soul
14820,1000,richard buckner
14821,6964,the sadies
14822,2579,kimya dawson
14823,3653,mats gustafsson
14824,4387,karate
14825,5609,r. stevie moore
14826,8384,uncut
14827,1732,client
14828,11700,nick cave & the bad seeds
14829,3011,fatboy slim
14830,3992,hercules
14831,4584,khonnor
14832,4585,k-os
14833,6752,r.e.m.
14834,6628,q and not u
14835,3540,jean grae
14836,1132,bark psychosis
14837,8662,keith fullerton whitman
14838,8565,tom waits
14839,3932,hot snakes
14840,1782,richard crandell
14841,4723,the legendary pink dots
14842,8064,sally timms
14843,4295,blues explosion
14844,8730,wolf eyes
14845,8782,brandon wiard
14846,7003,saturday looks good to me
14847,8458,vhs or beta
14848,4550,talib kweli
14849,1129,bloc party
14850,6141,panda bear
14851,8946,thalia zedek
14852,8913,james yorkston
14853,8913,the athletes
14854,6932,rtx
14855,8781,brian wilson
14856,3323,the fucking am
14857,6930,steve reid
14858,7160,silkworm
14859,5607,travis morrison
14860,2269,the delgados
14861,2054,various artists
14862,5608,miss kittin
14863,6853,royal city
14864,11704,elvis costello
14865,11704,the imposters
14866,4116,interpol
14867,3969,hurricane lamps
14868,8692,saul williams
14869,6152,panthers
14870,3568,green day
14871,4283,daniel johnston
14872,4547,fela kuti
14873,7779,subtle
14874,1781,cut chemist
14875,995,jeff buckley
14876,8270,shugo tokumaru
14877,4346,will johnson
14878,8272,moris tepper
14879,6928,rah bras
14880,1490,the clash
14881,550,devendra banhart
14882,2577,dj clever
14883,8269,these arms are snakes
14884,4969,jens lekman
14885,7778,shyne
14886,11651,ellen allien
14887,6552,annette peacock
14888,8520,viva voce
14889,8038,the thrills
14890,7603,super furry animals
14891,4971,the legends
14892,7202,six organs of admittance
14893,8696,gary wilson
14894,8960,the zombies
14895,1780,channels
14896,3322,flssin
14897,1250,call and response
14898,5904,nedelle & thom
14899,2573,dungen
